Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology IDs	Gene Ontology (GO)
Q55742	unreviewed	Q55742_SYNY3	CbiM protein	cbiM	Synechocystis sp. (strain PCC 6803 / Kazusa)	214	GO:0000041; GO:0005886	plasma membrane [GO:0005886]; transition metal ion transport [GO:0000041]
Q55743	unreviewed	Q55743_SYNY3	Sll0382 protein	sll0382	Synechocystis sp. (strain PCC 6803 / Kazusa)	176		
Q55744	unreviewed	Q55744_SYNY3	Sll0381 protein	sll0381	Synechocystis sp. (strain PCC 6803 / Kazusa)	294		
Q55745	unreviewed	Q55745_SYNY3	Mannosyl transferase	rfbW	Synechocystis sp. (strain PCC 6803 / Kazusa)	365	GO:0009103; GO:0016757	glycosyltransferase activity [GO:0016757]; lipopolysaccharide biosynthetic process [GO:0009103]
Q55747	unreviewed	Q55747_SYNY3	Slr0420 protein	slr0420	Synechocystis sp. (strain PCC 6803 / Kazusa)	227		
Q55748	unreviewed	Q55748_SYNY3	Slr0421 protein	slr0421	Synechocystis sp. (strain PCC 6803 / Kazusa)	249		
Q55751	unreviewed	Q55751_SYNY3	Sll0376 protein	sll0376	Synechocystis sp. (strain PCC 6803 / Kazusa)	101	GO:0016020	membrane [GO:0016020]
Q55753	unreviewed	Q55753_SYNY3	High-affinity branched-chain amino acid transport ATP-binding protein	braG or livF	Synechocystis sp. (strain PCC 6803 / Kazusa)	249	GO:0005524; GO:0015803; GO:0015807	ATP binding [GO:0005524]; branched-chain amino acid transport [GO:0015803]; L-amino acid transport [GO:0015807]
Q55754	unreviewed	Q55754_SYNY3	Sll0372 protein	sll0372	Synechocystis sp. (strain PCC 6803 / Kazusa)	198	GO:0016020	membrane [GO:0016020]
Q55755	unreviewed	Q55755_SYNY3	Sll0371 protein	sll0371	Synechocystis sp. (strain PCC 6803 / Kazusa)	521		
Q55757	unreviewed	Q55757_SYNY3	Sll0369 protein	sll0369	Synechocystis sp. (strain PCC 6803 / Kazusa)	142	GO:0016020	membrane [GO:0016020]
Q55762	unreviewed	Q55762_SYNY3	Sll0188 protein	sll0188	Synechocystis sp. (strain PCC 6803 / Kazusa)	501		
Q55763	unreviewed	Q55763_SYNY3	Amidase enhancer	lytB	Synechocystis sp. (strain PCC 6803 / Kazusa)	535	GO:0030288; GO:0030435	outer membrane-bounded periplasmic space [GO:0030288]; sporulation resulting in formation of a cellular spore [GO:0030435]
Q55764	unreviewed	Q55764_SYNY3	Slr0192 protein	slr0192	Synechocystis sp. (strain PCC 6803 / Kazusa)	114		
Q55765	unreviewed	Q55765_SYNY3	RNA-binding protein	slr0193	Synechocystis sp. (strain PCC 6803 / Kazusa)	151	GO:0003723	RNA binding [GO:0003723]
Q55767	unreviewed	Q55767_SYNY3	Slr0195 protein	slr0195	Synechocystis sp. (strain PCC 6803 / Kazusa)	183	GO:0016020	membrane [GO:0016020]
Q55768	unreviewed	Q55768_SYNY3	Slr0196 protein	slr0196	Synechocystis sp. (strain PCC 6803 / Kazusa)	127		
Q55769	unreviewed	Q55769_SYNY3	ComE ORF1	slr0197	Synechocystis sp. (strain PCC 6803 / Kazusa)	553	GO:0003677; GO:0006281; GO:0016020; GO:0016891	membrane [GO:0016020]; DNA binding [GO:0003677]; RNA endonuclease activity, producing 5'-phosphomonoesters [GO:0016891]; DNA repair [GO:0006281]
Q55770	unreviewed	Q55770_SYNY3	Sll0185 protein	sll0185	Synechocystis sp. (strain PCC 6803 / Kazusa)	419	GO:0006353	DNA-templated transcription termination [GO:0006353]
Q55771	unreviewed	Q55771_SYNY3	Heterodisulfide reductase subunit B	hdrB	Synechocystis sp. (strain PCC 6803 / Kazusa)	301		
Q55772	unreviewed	Q55772_SYNY3	Ssl0353 protein	ssl0353	Synechocystis sp. (strain PCC 6803 / Kazusa)	97	GO:0016020	membrane [GO:0016020]
Q55773	unreviewed	Q55773_SYNY3	Sll0183 protein	sll0183	Synechocystis sp. (strain PCC 6803 / Kazusa)	259		
Q55775	unreviewed	Q55775_SYNY3	Sll0181 protein	sll0181	Synechocystis sp. (strain PCC 6803 / Kazusa)	207		
Q55776	unreviewed	Q55776_SYNY3	Sll0180 protein	sll0180	Synechocystis sp. (strain PCC 6803 / Kazusa)	501	GO:0015562; GO:1990281	efflux pump complex [GO:1990281]; efflux transmembrane transporter activity [GO:0015562]
Q55780	unreviewed	Q55780_SYNY3	Slr0208 protein	slr0208	Synechocystis sp. (strain PCC 6803 / Kazusa)	259	GO:0003755	peptidyl-prolyl cis-trans isomerase activity [GO:0003755]
Q55782	unreviewed	Q55782_SYNY3	Slr0209 protein	slr0209	Synechocystis sp. (strain PCC 6803 / Kazusa)	348		
Q55783	unreviewed	Q55783_SYNY3	histidine kinase (EC 2.7.13.3)	slr0210	Synechocystis sp. (strain PCC 6803 / Kazusa)	417	GO:0000155	phosphorelay sensor kinase activity [GO:0000155]
Q55784	unreviewed	Q55784_SYNY3	Slr0211 protein	slr0211	Synechocystis sp. (strain PCC 6803 / Kazusa)	403		
Q55788	unreviewed	Q55788_SYNY3	Sensory transduction histidine kinase	slr0073	Synechocystis sp. (strain PCC 6803 / Kazusa)	315	GO:0000160; GO:0016301; GO:0016310	kinase activity [GO:0016301]; phosphorelay signal transduction system [GO:0000160]; phosphorylation [GO:0016310]
Q55789	unreviewed	Q55789_SYNY3	Sll0088 protein	sll0088	Synechocystis sp. (strain PCC 6803 / Kazusa)	240		
Q55795	unreviewed	Q55795_SYNY3	Sll0085 protein	sll0085	Synechocystis sp. (strain PCC 6803 / Kazusa)	403		
Q55799	unreviewed	Q55799_SYNY3	General secretion pathway protein E	gspE	Synechocystis sp. (strain PCC 6803 / Kazusa)	813	GO:0005886; GO:0016887	plasma membrane [GO:0005886]; ATP hydrolysis activity [GO:0016887]
Q55800	unreviewed	Q55800_SYNY3	Sll0082 protein	sll0082	Synechocystis sp. (strain PCC 6803 / Kazusa)	118	GO:0016020	membrane [GO:0016020]
Q55802	unreviewed	Q55802_SYNY3	OmpR subfamily	slr0081	Synechocystis sp. (strain PCC 6803 / Kazusa)	262	GO:0000156; GO:0000976; GO:0005829; GO:0006355; GO:0032993	cytosol [GO:0005829]; protein-DNA complex [GO:0032993]; phosphorelay response regulator activity [GO:0000156]; transcription cis-regulatory region binding [GO:0000976]; regulation of DNA-templated transcription [GO:0006355]
Q55808	unreviewed	Q55808_SYNY3	B-carotene ketolase	crtO	Synechocystis sp. (strain PCC 6803 / Kazusa)	542	GO:0016491	oxidoreductase activity [GO:0016491]
Q55809	unreviewed	Q55809_SYNY3	Delta(24)-sterol C-methyltransferase	erg6	Synechocystis sp. (strain PCC 6803 / Kazusa)	317	GO:0008168; GO:0032259	methyltransferase activity [GO:0008168]; methylation [GO:0032259]
Q55812	unreviewed	Q55812_SYNY3	Slr0092 protein	slr0092	Synechocystis sp. (strain PCC 6803 / Kazusa)	257		
Q55813	unreviewed	Q55813_SYNY3	O-methyltransferase	slr0095	Synechocystis sp. (strain PCC 6803 / Kazusa)	220	GO:0008171; GO:0008757; GO:0032259; GO:0046872	metal ion binding [GO:0046872]; O-methyltransferase activity [GO:0008171]; S-adenosylmethionine-dependent methyltransferase activity [GO:0008757]; methylation [GO:0032259]
Q55815	unreviewed	Q55815_SYNY3	Slr0498 protein	slr0498	Synechocystis sp. (strain PCC 6803 / Kazusa)	234	GO:0016020	membrane [GO:0016020]
Q55816	unreviewed	Q55816_SYNY3	ABC transporter	sll0489	Synechocystis sp. (strain PCC 6803 / Kazusa)	342	GO:0005524	ATP binding [GO:0005524]
Q55817	unreviewed	Q55817_SYNY3	Sll0488 protein	sll0488	Synechocystis sp. (strain PCC 6803 / Kazusa)	203		
Q55818	unreviewed	Q55818_SYNY3	Sll0487 protein	sll0487	Synechocystis sp. (strain PCC 6803 / Kazusa)	402	GO:0008168	methyltransferase activity [GO:0008168]
Q55820	unreviewed	Q55820_SYNY3	NarL subfamily	sll0485	Synechocystis sp. (strain PCC 6803 / Kazusa)	299	GO:0000160	phosphorelay signal transduction system [GO:0000160]
Q55821	unreviewed	Q55821_SYNY3	ABC transporter	sll0484	Synechocystis sp. (strain PCC 6803 / Kazusa)	245	GO:0005524; GO:0005886; GO:0016887; GO:0022857; GO:0055085	plasma membrane [GO:0005886]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; transmembrane transporter activity [GO:0022857]; transmembrane transport [GO:0055085]
Q55822	unreviewed	Q55822_SYNY3	CobW protein	cobW	Synechocystis sp. (strain PCC 6803 / Kazusa)	352	GO:0005737; GO:0009236; GO:0016787	cytoplasm [GO:0005737]; hydrolase activity [GO:0016787]; cobalamin biosynthetic process [GO:0009236]
Q55824	unreviewed	Q55824_SYNY3	Slr0505 protein	slr0505	Synechocystis sp. (strain PCC 6803 / Kazusa)	190		
Q55826	unreviewed	Q55826_SYNY3	Sll0482 protein	sll0482	Synechocystis sp. (strain PCC 6803 / Kazusa)	407	GO:0006629	lipid metabolic process [GO:0006629]
Q55829	unreviewed	Q55829_SYNY3	Alkaline phosphatase like protein	slr0509	Synechocystis sp. (strain PCC 6803 / Kazusa)	205	GO:0005886	plasma membrane [GO:0005886]
Q55830	unreviewed	Q55830_SYNY3	Slr0510 protein	slr0510	Synechocystis sp. (strain PCC 6803 / Kazusa)	505	GO:0005886; GO:0055085	plasma membrane [GO:0005886]; transmembrane transport [GO:0055085]
Q55831	unreviewed	Q55831_SYNY3	Transposase	slr0511	Synechocystis sp. (strain PCC 6803 / Kazusa)	259	GO:0003677; GO:0004803; GO:0006313	DNA binding [GO:0003677]; transposase activity [GO:0004803]; transposition, DNA-mediated [GO:0006313]
Q55832	unreviewed	Q55832_SYNY3	Sll0479 protein	sll0479	Synechocystis sp. (strain PCC 6803 / Kazusa)	150	GO:0005886; GO:0015031; GO:0022857	plasma membrane [GO:0005886]; transmembrane transporter activity [GO:0022857]; protein transport [GO:0015031]
Q55833	unreviewed	Q55833_SYNY3	Sll0478 protein	sll0478	Synechocystis sp. (strain PCC 6803 / Kazusa)	147	GO:0005886; GO:0015031; GO:0022857	plasma membrane [GO:0005886]; transmembrane transporter activity [GO:0022857]; protein transport [GO:0015031]
Q55836	unreviewed	Q55836_SYNY3	Slr0514 protein	slr0514	Synechocystis sp. (strain PCC 6803 / Kazusa)	295		
Q55839	unreviewed	Q55839_SYNY3	Sll0473 protein	sll0473	Synechocystis sp. (strain PCC 6803 / Kazusa)	350	GO:0016020	membrane [GO:0016020]
Q55840	unreviewed	Q55840_SYNY3	Slr0517 protein	slr0517	Synechocystis sp. (strain PCC 6803 / Kazusa)	204	GO:0016747	acyltransferase activity, transferring groups other than amino-acyl groups [GO:0016747]
Q55841	unreviewed	Q55841_SYNY3	Arabinofuranosidase	abfB	Synechocystis sp. (strain PCC 6803 / Kazusa)	177	GO:0046373; GO:0046556	alpha-L-arabinofuranosidase activity [GO:0046556]; L-arabinose metabolic process [GO:0046373]
Q55844	unreviewed	Q55844_SYNY3	Slr0521 protein	slr0521	Synechocystis sp. (strain PCC 6803 / Kazusa)	337	GO:0005886; GO:0006629; GO:0022857; GO:0055085	plasma membrane [GO:0005886]; transmembrane transporter activity [GO:0022857]; lipid metabolic process [GO:0006629]; transmembrane transport [GO:0055085]
Q55845	unreviewed	Q55845_SYNY3	Slr0522 protein	slr0522	Synechocystis sp. (strain PCC 6803 / Kazusa)	296		
Q55846	unreviewed	Q55846_SYNY3	Sll0471 protein	sll0471	Synechocystis sp. (strain PCC 6803 / Kazusa)	684	GO:0008734; GO:0009435	L-aspartate oxidase activity [GO:0008734]; NAD biosynthetic process [GO:0009435]
Q55847	unreviewed	Q55847_SYNY3	Sll0470 protein	sll0470	Synechocystis sp. (strain PCC 6803 / Kazusa)	186		
Q55851	unreviewed	Q55851_SYNY3	Sll0597 protein	sll0597	Synechocystis sp. (strain PCC 6803 / Kazusa)	375	GO:0016020; GO:0055085	membrane [GO:0016020]; transmembrane transport [GO:0055085]
Q55852	unreviewed	Q55852_SYNY3	Sll0596 protein	sll0596	Synechocystis sp. (strain PCC 6803 / Kazusa)	244	GO:0009231; GO:0016811; GO:0046872	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides [GO:0016811]; metal ion binding [GO:0046872]; riboflavin biosynthetic process [GO:0009231]
Q55853	unreviewed	Q55853_SYNY3	Sll0595 protein	sll0595	Synechocystis sp. (strain PCC 6803 / Kazusa)	143		
Q55856	unreviewed	Q55856_SYNY3	ABC transporter	slr0615	Synechocystis sp. (strain PCC 6803 / Kazusa)	580	GO:0005524; GO:0016020; GO:0016887; GO:0042626; GO:0055085; GO:0140359	membrane [GO:0016020]; ABC-type transporter activity [GO:0140359]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATPase-coupled transmembrane transporter activity [GO:0042626]; transmembrane transport [GO:0055085]
Q55857	unreviewed	Q55857_SYNY3	Slr0616 protein	slr0616	Synechocystis sp. (strain PCC 6803 / Kazusa)	418	GO:0016020; GO:0022857; GO:0055085	membrane [GO:0016020]; transmembrane transporter activity [GO:0022857]; transmembrane transport [GO:0055085]
Q55858	unreviewed	Q55858_SYNY3	Slr0617 protein	slr0617	Synechocystis sp. (strain PCC 6803 / Kazusa)	451	GO:0005247; GO:0016020	membrane [GO:0016020]; voltage-gated chloride channel activity [GO:0005247]
Q55859	unreviewed	Q55859_SYNY3	Sll0590 protein	sll0590	Synechocystis sp. (strain PCC 6803 / Kazusa)	564	GO:0005886; GO:0008381	plasma membrane [GO:0005886]; mechanosensitive monoatomic ion channel activity [GO:0008381]
Q55861	unreviewed	Q55861_SYNY3	Slr0619 protein	slr0619	Synechocystis sp. (strain PCC 6803 / Kazusa)	348	GO:0016787; GO:0016831	carboxy-lyase activity [GO:0016831]; hydrolase activity [GO:0016787]
Q55862	unreviewed	Q55862_SYNY3	Sll0588 protein	sll0588	Synechocystis sp. (strain PCC 6803 / Kazusa)	153		
Q55864	unreviewed	Q55864_SYNY3	Sll0586 protein	sll0586	Synechocystis sp. (strain PCC 6803 / Kazusa)	408		
Q55865	unreviewed	Q55865_SYNY3	Sll0585 protein	sll0585	Synechocystis sp. (strain PCC 6803 / Kazusa)	342		
Q55866	unreviewed	Q55866_SYNY3	Ycf36 protein	ycf36	Synechocystis sp. (strain PCC 6803 / Kazusa)	173	GO:0016020	membrane [GO:0016020]
Q55867	unreviewed	Q55867_SYNY3	Slr0624 protein	slr0624	Synechocystis sp. (strain PCC 6803 / Kazusa)	371	GO:0008761	UDP-N-acetylglucosamine 2-epimerase activity [GO:0008761]
Q55868	unreviewed	Q55868_SYNY3	Slr0625 protein	slr0625	Synechocystis sp. (strain PCC 6803 / Kazusa)	487	GO:0015501; GO:0015813; GO:0016020	membrane [GO:0016020]; glutamate:sodium symporter activity [GO:0015501]; L-glutamate transmembrane transport [GO:0015813]
Q55870	unreviewed	Q55870_SYNY3	Slr0626 protein	slr0626	Synechocystis sp. (strain PCC 6803 / Kazusa)	398		
Q55871	unreviewed	Q55871_SYNY3	Transposase	slr0099	Synechocystis sp. (strain PCC 6803 / Kazusa)	339		
Q55872	unreviewed	Q55872_SYNY3	4-hydroxy-2-oxoglutarate aldolase	eda	Synechocystis sp. (strain PCC 6803 / Kazusa)	206	GO:0016829	lyase activity [GO:0016829]
Q55873	unreviewed	Q55873_SYNY3	Slr0103 protein	slr0103	Synechocystis sp. (strain PCC 6803 / Kazusa)	335		
Q55876	unreviewed	Q55876_SYNY3	Slr0105 protein	slr0105	Synechocystis sp. (strain PCC 6803 / Kazusa)	462	GO:0005524; GO:0005829; GO:0009898; GO:0016887; GO:0051782	cytoplasmic side of plasma membrane [GO:0009898]; cytosol [GO:0005829]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; negative regulation of cell division [GO:0051782]
Q55877	unreviewed	Q55877_SYNY3	Slr0106 protein	slr0106	Synechocystis sp. (strain PCC 6803 / Kazusa)	234		
Q55878	unreviewed	Q55878_SYNY3	Sll0101 protein	sll0101	Synechocystis sp. (strain PCC 6803 / Kazusa)	102		
Q55879	unreviewed	Q55879_SYNY3	Precorrin-6y methylase	cbiE	Synechocystis sp. (strain PCC 6803 / Kazusa)	425	GO:0008176; GO:0008276; GO:0009236	protein methyltransferase activity [GO:0008276]; tRNA (guanine-N7-)-methyltransferase activity [GO:0008176]; cobalamin biosynthetic process [GO:0009236]
Q55881	unreviewed	Q55881_SYNY3	Slr0108 protein	slr0108	Synechocystis sp. (strain PCC 6803 / Kazusa)	418		
Q55882	unreviewed	Q55882_SYNY3	Slr0109 protein	slr0109	Synechocystis sp. (strain PCC 6803 / Kazusa)	318	GO:0008381; GO:0016020	membrane [GO:0016020]; mechanosensitive monoatomic ion channel activity [GO:0008381]
Q55883	unreviewed	Q55883_SYNY3	Sll0096 protein	sll0096	Synechocystis sp. (strain PCC 6803 / Kazusa)	448		
Q55885	unreviewed	Q55885_SYNY3	histidine kinase (EC 2.7.13.3)	sll0094	Synechocystis sp. (strain PCC 6803 / Kazusa)	457	GO:0000155	phosphorelay sensor kinase activity [GO:0000155]
Q55886	unreviewed	Q55886_SYNY3	Slr0110 protein	slr0110	Synechocystis sp. (strain PCC 6803 / Kazusa)	211	GO:0005524; GO:0005829; GO:0009898; GO:0016887; GO:0051782	cytoplasmic side of plasma membrane [GO:0009898]; cytosol [GO:0005829]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; negative regulation of cell division [GO:0051782]
Q55887	unreviewed	Q55887_SYNY3	Slr0111 protein	slr0111	Synechocystis sp. (strain PCC 6803 / Kazusa)	173		
Q55888	unreviewed	Q55888_SYNY3	Slr0112 protein	slr0112	Synechocystis sp. (strain PCC 6803 / Kazusa)	185		
Q55889	unreviewed	Q55889_SYNY3	Slr0114 protein	slr0114	Synechocystis sp. (strain PCC 6803 / Kazusa)	510	GO:0016020; GO:0016791	membrane [GO:0016020]; phosphatase activity [GO:0016791]
Q55892	unreviewed	Q55892_SYNY3	Transposase	ssl0172	Synechocystis sp. (strain PCC 6803 / Kazusa)	89		
Q55893	unreviewed	Q55893_SYNY3	Transposase	sll0092	Synechocystis sp. (strain PCC 6803 / Kazusa)	228		
Q55895	unreviewed	Q55895_SYNY3	Serum resistance locus BrkB	brkB	Synechocystis sp. (strain PCC 6803 / Kazusa)	318	GO:0016020	membrane [GO:0016020]
Q55897	unreviewed	Q55897_SYNY3	Slr0121 protein	slr0121	Synechocystis sp. (strain PCC 6803 / Kazusa)	495	GO:0008800; GO:0016020; GO:0030655; GO:0046677	membrane [GO:0016020]; beta-lactamase activity [GO:0008800]; beta-lactam antibiotic catabolic process [GO:0030655]; response to antibiotic [GO:0046677]
Q55902	unreviewed	Q55902_SYNY3	Heterocyst to vegetative cell connection protein	fraH	Synechocystis sp. (strain PCC 6803 / Kazusa)	210	GO:0003729; GO:0046872	metal ion binding [GO:0046872]; mRNA binding [GO:0003729]
Q55903	unreviewed	Q55903_SYNY3	Slr0299 protein	slr0299	Synechocystis sp. (strain PCC 6803 / Kazusa)	235	GO:0008811	chloramphenicol O-acetyltransferase activity [GO:0008811]
Q55904	unreviewed	Q55904_SYNY3	Slr0300 protein	slr0300	Synechocystis sp. (strain PCC 6803 / Kazusa)	194		
Q55906	unreviewed	Q55906_SYNY3	Slr0302 protein	slr0302	Synechocystis sp. (strain PCC 6803 / Kazusa)	768	GO:0005886; GO:0043709; GO:0052621; GO:1902201	plasma membrane [GO:0005886]; diguanylate cyclase activity [GO:0052621]; cell adhesion involved in single-species biofilm formation [GO:0043709]; negative regulation of bacterial-type flagellum-dependent cell motility [GO:1902201]
Q55907	unreviewed	Q55907_SYNY3	Slr0303 protein	slr0303	Synechocystis sp. (strain PCC 6803 / Kazusa)	322	GO:0008168	methyltransferase activity [GO:0008168]
Q55908	unreviewed	Q55908_SYNY3	Slr0304 protein	slr0304	Synechocystis sp. (strain PCC 6803 / Kazusa)	336	GO:0003824; GO:0046872; GO:0051536	catalytic activity [GO:0003824]; iron-sulfur cluster binding [GO:0051536]; metal ion binding [GO:0046872]
Q55910	unreviewed	Q55910_SYNY3	Slr0306 protein	slr0306	Synechocystis sp. (strain PCC 6803 / Kazusa)	506	GO:0000166; GO:0008253; GO:0008768; GO:0009166; GO:0030288	outer membrane-bounded periplasmic space [GO:0030288]; 5'-nucleotidase activity [GO:0008253]; nucleotide binding [GO:0000166]; UDP-sugar diphosphatase activity [GO:0008768]; nucleotide catabolic process [GO:0009166]
Q55912	unreviewed	Q55912_SYNY3	Sll0284 protein	sll0284	Synechocystis sp. (strain PCC 6803 / Kazusa)	579		
Q55913	unreviewed	Q55913_SYNY3	Sll0283 protein	sll0283	Synechocystis sp. (strain PCC 6803 / Kazusa)	412	GO:0016020	membrane [GO:0016020]
Q55915	unreviewed	Q55915_SYNY3	Sll0282 protein	sll0282	Synechocystis sp. (strain PCC 6803 / Kazusa)	326		
Q55916	unreviewed	Q55916_SYNY3	Sll0281 protein	sll0281	Synechocystis sp. (strain PCC 6803 / Kazusa)	390		
Q55917	unreviewed	Q55917_SYNY3	Sll0280 protein	sll0280	Synechocystis sp. (strain PCC 6803 / Kazusa)	367		
Q55918	unreviewed	Q55918_SYNY3	Sensory transduction histidine kinase	slr0311	Synechocystis sp. (strain PCC 6803 / Kazusa)	759	GO:0000155; GO:0006355; GO:0016020; GO:0046983	membrane [GO:0016020]; phosphorelay sensor kinase activity [GO:0000155]; protein dimerization activity [GO:0046983]; regulation of DNA-templated transcription [GO:0006355]
Q55919	unreviewed	Q55919_SYNY3	NarL subfamily	slr0312	Synechocystis sp. (strain PCC 6803 / Kazusa)	209	GO:0000160; GO:0003677; GO:0006355	DNA binding [GO:0003677]; phosphorelay signal transduction system [GO:0000160]; regulation of DNA-templated transcription [GO:0006355]
Q55920	unreviewed	Q55920_SYNY3	Slr0313 protein	slr0313	Synechocystis sp. (strain PCC 6803 / Kazusa)	185		
Q55922	unreviewed	Q55922_SYNY3	Slr0315 protein	slr0315	Synechocystis sp. (strain PCC 6803 / Kazusa)	244	GO:0016020; GO:0016491	membrane [GO:0016020]; oxidoreductase activity [GO:0016491]
Q55923	unreviewed	Q55923_SYNY3	Slr0316 protein	slr0316	Synechocystis sp. (strain PCC 6803 / Kazusa)	263	GO:0004222; GO:0016020; GO:0071586	membrane [GO:0016020]; metalloendopeptidase activity [GO:0004222]; CAAX-box protein processing [GO:0071586]
Q55924	unreviewed	Q55924_SYNY3	Slr0317 protein	slr0317	Synechocystis sp. (strain PCC 6803 / Kazusa)	287		
Q55925	unreviewed	Q55925_SYNY3	Slr0318 protein	slr0318	Synechocystis sp. (strain PCC 6803 / Kazusa)	203	GO:0005829; GO:0019239; GO:1901565	cytosol [GO:0005829]; deaminase activity [GO:0019239]; organonitrogen compound catabolic process [GO:1901565]
Q55927	unreviewed	Q55927_SYNY3	Sll0800 protein	sll0800	Synechocystis sp. (strain PCC 6803 / Kazusa)	132		
Q55929	unreviewed	Q55929_SYNY3	Pre-B cell enhancing factor	slr0788	Synechocystis sp. (strain PCC 6803 / Kazusa)	462	GO:0004516; GO:0005829; GO:0034355	cytosol [GO:0005829]; nicotinate phosphoribosyltransferase activity [GO:0004516]; NAD salvage [GO:0034355]
Q55930	unreviewed	Q55930_SYNY3	Slr0789 protein	slr0789	Synechocystis sp. (strain PCC 6803 / Kazusa)	185	GO:0016020	membrane [GO:0016020]
Q55931	unreviewed	Q55931_SYNY3	UmuC protein	umuC	Synechocystis sp. (strain PCC 6803 / Kazusa)	116	GO:0006281	DNA repair [GO:0006281]
Q55934	unreviewed	Q55934_SYNY3	Slr0793 protein	slr0793	Synechocystis sp. (strain PCC 6803 / Kazusa)	215	GO:0016020	membrane [GO:0016020]
Q55935	unreviewed	Q55935_SYNY3	Cation or drug efflux system protein	slr0794	Synechocystis sp. (strain PCC 6803 / Kazusa)	1054	GO:0005886; GO:0008324; GO:0042910	plasma membrane [GO:0005886]; monoatomic cation transmembrane transporter activity [GO:0008324]; xenobiotic transmembrane transporter activity [GO:0042910]
